Central Subzone	0	0	0	0	0	450	0	20
Central Water Catchment	0	0	0	0	0	0	0	0
Changi Airport	0	0	0	0	0	0	0	0
Changi Bay	0	0	0	0	0	0	0	0
Changi Point	460	0	450	0	10	0	170	170
Changi West	0	0	0	0	0	50	240	1450
Chatsworth	0	0	0	0	0	4600	1000	140
Cheng San	29610	840	14740	8690	5350	0	0	160
Chin Bee	0	0	0	0	0	0	0	0
China Square	1530	0	1460	0	70	50	0	10
Chinatown	11260	1140	2900	5040	2170	330	0	280
Choa Chu Kang Central	15440	0	0	8910	6540	5960	0	0
Choa Chu Kang North	29560	1660	570	9740	17600	2520	2300	0
Chong Boon	27670	1840	13500	8810	3520	0	0	230
City Hall	0	0	0	0	0	0	0	0
City Terminals	0	0	0	0	0	0	0	0
Clarke Quay	0	0	0	0	0	50	0	80
Clementi Central	11030	0	4580	5300	1150	1210	960	290
Clementi North	28330	1210	12720	9990	4420	0	0	390
Clementi West	13890	0	8300	4330	1250	2250	230	100
Clementi Woods	13610	1530	3130	5640	3300	2060	300	440
Clifford Pier	0	0	0	0	0	0	0	0
Commonwealth	8100	1890	5930	280	0	0	0	30
Compassvale	15170	310	360	12710	1800	3320	0	20
Coney Island	0	0	0	0	0	0	0	0
Coronation Road	0	0	0	0	0	1930	3960	280
Crawford	9170	4860	2690	860	750	450	0	120
Dairy Farm	0	0	0	0	0	3360	2020	20
Defu Industrial Park	0	0	0	0	0	0	0	0
Depot Road	4000	0	0	1760	2240	1190	0	0
Dhoby Ghaut	0	0	0	0	0	200	0	10
Dover	10620	490	3280	3810	3050	2340	40	190
Dunearn	0	0	0	0	0	840	3040	20
East Coast	0	0	0	0	0	0	0	0
Everton Park	8310	620	1940	2240	3520	410	190	100
Faber	0	0	0	0	0	2730	1520	70
Fajar	26770	450	1480	13380	11470	0	0	0
Farrer Court	1910	0	1030	560	320	1800	910	70
Farrer Park	2730	0	320	1980	430	80	30	290
Fernvale	34110	2250	4560	19970	7330	70	1060	360
Flora Drive	0	0	0	0	0	9110	3460	390
Fort Canning	0	0	0	0	0	150	0	10
Frankel	150	150	0	0	0	13640	19130	650
Gali Batu	0	0	0	0	0	0	0	130
Geylang Bahru	12760	1320	7750	1490	2200	0	0	100
Geylang East	21290	2310	7130	7590	4260	7370	4190	530
Ghim Moh	11850	1970	4790	2800	2290	0	0	50
Gombak	6870	0	0	4060	2800	250	2620	90
Goodwood Park	0	0	0	0	0	760	90	50
Greenwood Park	0	0	0	0	0	0	0	0
Guilin	8450	0	3670	2410	2370	4640	0	40
Gul Basin	0	0	0	0	0	0	0	0
Gul Circle	0	0	0	0	0	0	0	0
Henderson Hill	12670	4750	4090	2880	960	160	0	40
Hillcrest	0	0	0	0	0	3570	5080	160
Hillview	0	0	0	0	0	15730	2320	160
Holland Drive	14150	640	6360	4690	2470	0	10	60
Holland Road	0	0	0	0	0	6060	4170	50
Hong Kah	53800	560	12870	26150	14220	2930	0	140
Hong Kah North	26810	0	8110	14250	4450	1270	0	260
Hougang Central 	3890	0	90	1560	2240	0	900	40
Hougang East	21920	0	1170	13400	7340	0	0	20
Hougang West	49800	0	8890	27980	12930	0	0	320
Institution Hill	0	0	0	0	0	3320	40	20
International Business Park	0	0	0	0	0	0	0	0
Istana Negara	0	0	0	0	0	0	0	0
Jelebu	26760	0	4250	10930	11590	6040	650	20
Joo Koon	0	0	0	0	0	0	0	0
Joo Seng	4750	0	920	1810	2020	380	1430	170
Jurong Gateway	0	0	0	0	0	0	0	0
Jurong Island and Bukom	0	0	0	0	0	0	0	0
Jurong Port	0	0	0	0	0	0	0	0
Jurong River	0	0	0	0	0	0	0	0
Jurong West Central	67050	0	0	25820	41230	1150	0	0
Kaki Bukit	39610	430	6730	16560	15890	240	710	260
Kallang Bahru	0	0	0	0	0	0	0	0
Kallang Way	0	0	0	0	0	0	0	0
Kampong Bugis	760	0	0	640	130	110	0	20
Kampong Glam	0	0	0	0	0	30	0	150
Kampong Java	7940	410	1980	3850	1700	2540	630	140
Kampong Tiong Bahru	10270	2330	4630	2050	1270	0	0	190
Kampong Ubi	13050	0	1120	9770	2150	0	0	160
Kangkar	19030	1020	5410	8200	4390	6560	370	120
Katong	0	0	0	0	0	4960	4340	320
Keat Hong	13190	0	0	8080	5110	2080	250	140
Kebun Bahru	22460	1920	11750	6460	2320	0	1170	290
Kembangan	24460	3570	7750	5600	7540	4970	8420	590
Kent Ridge	0	0	0	0	0	1000	70	10
Khatib	10810	0	1830	4660	4320	0	0	30
Kian Teck	0	0	0	0	0	0	0	0
Kim Keat	8550	60	3520	2800	2170	0	0	60
Kovan	4420	0	780	2560	1080	8820	12050	350
Kranji	0	0	0	0	0	0	0	0
Lakeside	0	0	0	0	0	1000	0	0
Lavender	6810	2750	1380	1690	980	2920	30	550
Leedon Park	0	0	0	0	0	2280	3960	10
Leonie Hill	0	0	0	0	0	2350	50	50
Lim Chu Kang	0	0	0	0	0	0	0	0
Little India	3350	0	1390	1690	280	80	30	400
Liu Fang	0	0	0	0	0	0	0	0
Lorong 8 Toa Payoh	8150	500	2360	3230	2050	0	0	70
Lorong Ah Soo	27440	0	8970	11080	7390	2770	3690	280
Lorong Chuan	0	0	0	0	0	3970	4260	170
Lorong Halus North	0	0	0	0	0	0	0	0
Lorong Halus	0	0	0	0	0	0	0	0
Lower Seletar	1370	0	180	720	480	400	1100	0
Loyang East	0	0	0	0	0	940	1230	20
Loyang West	0	0	0	0	0	0	0	200
Mackenzie	0	0	0	0	0	100	0	10
MacPherson	25930	5640	12000	5020	3270	630	1850	220
Malcolm	0	0	0	0	0	720	1830	80
Mandai East	0	0	0	0	0	0	0	0
Mandai Estate	0	0	0	0	0	1240	780	90
Mandai West	0	0	0	0	0	0	0	0
Margaret Drive	10480	290	480	6660	3060	10	10	20
Marina Centre	0	0	0	0	0	0	0	0
Marina East	0	0	0	0	0	0	0	0
Marina East	0	0	0	0	0	0	0	0
Marina South	0	0	0	0	0	0	0	0
Marine Parade	21690	3740	6910	5360	5690	6980	120	120
Maritime Square	0	0	0	0	0	2300	100	160
Marymount	24470	0	0	15080	9390	4060	2890	110
Matilda	28430	1960	3180	14160	9130	2000	0	10
Maxwell	0	0	0	0	0	0	0	0
Mei Chin	13550	1950	5790	2930	2880	2820	220	160
Midview	35300	960	1080	15170	18090	0	0	220
Monk's Hill	0	0	0	0	0	960	0	20
Moulmein	200	0	0	200	0	6870	1280	110
Mount Emily	0	0	0	0	0	1000	60	40
Mount Pleasant	0	0	0	0	0	0	640	10
Mountbatten	0	0	0	0	0	5060	5040	110
Nassim	0	0	0	0	0	6700	1530	110
National University of Singapore	0	0	0	0	0	0	0	360
Nature Reserve	0	0	0	0	0	3280	550	30
Nee Soon	0	0	0	0	0	430	460	10
Newton Circus	0	0	0	0	0	200	20	0
North Coast	14550	160	5940	6100	2350	0	0	50
North-Eastern Islands	0	0	0	0	0	0	0	0
Northland	30280	30	7260	16730	6260	0	0	100
Northshore	0	0	0	0	0	0	280	10
One North	0	0	0	0	0	540	40	30
One Tree Hill	0	0	0	0	0	1290	550	0
Orange Grove	0	0	0	0	0	1430	0	0
Oxley	0	0	0	0	0	1200	140	40
Pandan	0	0	0	0	0	0	0	0
Pang Sua	0	0	0	0	0	0	0	0
Pasir Panjang 1	0	0	0	0	0	2470	1450	80
Pasir Panjang 2	0	0	0	0	0	1680	1770	60
Pasir Ris Central	20830	330	520	5870	14120	4520	370	0
Pasir Ris Drive	57680	870	0	24310	32510	1790	0	10
Pasir Ris Park	0	0	0	0	0	2700	270	10
Pasir Ris Wafer Fab Park	0	0	0	0	0	0	0	0
Pasir Ris West	29810	0	0	11110	18700	4360	2150	10
Paterson	0	0	0	0	0	140	10	0
Paya Lebar East	0	0	0	0	0	0	0	0
Paya Lebar North	0	0	0	0	0	0	0	0
Paya Lebar West	0	0	0	0	0	0	0	0
Pearl's Hill	6900	5330	1240	300	20	1060	0	270
Pei Chun	11670	500	5850	3070	2250	0	0	110
Peng Siang	31910	350	470	19440	11650	0	0	220
Penjuru Crescent	0	0	0	0	0	0	0	0
People's Park	0	0	0	0	0	380	0	10
Phillip	0	0	0	0	0	0	0	0
Pioneer Sector	0	0	0	0	0	0	0	0
Plab	0	0	0	0	0	0	0	0
Port	0	0	0	0	0	20	100	20
Potong Pasir	10710	0	5440	4080	1190	1780	60	110
Pulau Punggol Barat	0	0	0	0	0	0	0	0
Pulau Punggol Timor	0	0	0	0	0	0	0	0
Pulau Seletar	0	0	0	0	0	0	0	0
Punggol Canal	0	0	0	0	0	0	0	0
Punggol Field	43070	0	0	13070	29990	0	0	230
Punggol Town Centre	7390	0	880	5750	760	0	0	10
Queensway	0	0	0	0	0	250	20	10
Raffles Place	0	0	0	0	0	0	0	0
Redhill	11230	2200	2450	3200	3390	860	0	120
Reservoir View	0	0	0	0	0	0	0	0
Ridout	0	0	0	0	0	580	790	40
Rivervale	53010	1740	680	21350	29230	6590	260	0
Robertson Quay	0	0	0	0	0	2390	0	30
Rochor Canal	0	0	0	0	0	0	0	0
Safti	0	0	0	0	0	0	0	0
Samulun	0	0	0	0	0	0	0	0
Saujana	23960	210	520	10530	12710	1570	0	0
Selegie	0	0	0	0	0	220	30	20
Seletar	0	0	0	0	0	0	250	0
Seletar Aerospace Park	0	0	0	0	0	0	0	0
Seletar Hills	0	0	0	0	0	1540	11970	60
Semakau	0	0	0	0	0	0	0	0
Sembawang Central	28780	0	0	11100	17680	180	0	180
Sembawang East	0	0	0	0	0	0	0	0
Sembawang Hills	0	0	0	0	0	160	6660	70
Sembawang North	26840	550	250	12240	13800	0	0	20
Sembawang Springs	0	0	0	0	0	1970	2010	320
Sembawang Straits	0	0	0	0	0	20	1680	0
Sengkang Town Centre	52960	160	790	21040	30970	1360	250	100
Sengkang West	0	0	0	0	0	0	0	0
Senja	20070	1600	480	9360	8630	0	0	120
Sennett	0	0	0	0	0	180	4130	230
Senoko North	0	0	0	0	0	0	0	0
Senoko South	0	0	0	0	0	0	0	0
Senoko West	0	0	0	0	0	0	0	0
Sentosa	0	0	0	0	0	890	550	40
Serangoon Central	21470	0	4340	11870	5260	3630	1260	120
Serangoon Garden	21440	690	5140	11210	4410	2030	15090	620
Serangoon North	17470	0	0	7000	10470	0	0	10
Serangoon North Ind Estate	0	0	0	0	0	0	0	0
Shangri-La	18150	3280	7790	5300	1780	0	300	60
Shipyard	0	0	0	0	0	0	0	0
Siglap	0	0	0	0	0	6830	0	110
Simei	25660	0	190	12820	12640	12660	4120	280
Simpang North	0	0	0	0	0	0	0	0
Simpang South	0	0	0	0	0	0	0	0
Singapore General Hospital	0	0	0	0	0	0	0	0
Singapore Polytechnic	0	0	0	0	0	0	0	160
Somerset	0	0	0	0	0	110	0	20
Southern Group	0	0	0	0	0	0	0	0
Springleaf	0	0	0	0	0	100	3730	50
Straits View	0	0	0	0	0	0	0	0
Sudong	0	0	0	0	0	0	0	0
Sungei Road	2390	780	1160	410	40	0	0	30
Sunset Way	3560	0	240	1270	2050	1830	860	30
Swiss Club	0	0	0	0	0	2080	3360	110
Tagore	0	0	0	0	0	2630	5530	180
Tai Seng	9600	1490	550	5100	2460	530	4160	420
Taman Jurong	31650	1790	4940	12750	12160	4560	690	50
Tampines East	134030	3680	25250	54780	50320	3940	0	530
Tampines North	0	0	0	0	0	0	0	0
Tampines West	72170	1150	9840	35740	25440	5560	0	390
Tanglin	0	0	0	0	0	380	0	10
Tanglin Halt	13110	1840	7570	3130	570	0	0	50
Tanjong Irau	0	0	0	0	0	0	0	0
Tanjong Pagar	0	0	0	0	0	420	0	100
Tanjong Rhu	4120	570	2160	450	940	7040	10	150
Teban Gardens	19050	210	4740	8750	5340	0	0	30
Teck Whye	26860	1830	4260	11810	8950	140	0	40
Telok Blangah Drive	15610	1540	4740	5510	3820	300	30	60
Telok Blangah Rise	12820	960	4630	5980	1250	720	190	90
Telok Blangah Way	10610	2270	4990	1750	1590	0	0	80
Tengah	0	0	0	0	0	0	0	0
Tengeh	0	0	0	0	0	0	0	0
The Wharves	0	0	0	0	0	0	0	0
Tiong Bahru	11800	320	2870	6100	2510	280	10	110
Tiong Bahru Station	15280	1880	790	7680	4920	1370	0	20
Toa Payoh Central	28540	2950	5400	11940	8240	2020	0	190
Toa Payoh West	12180	240	7440	970	590	850	0	330
Toh Guan	16510	0	670	6060	9780	0	0	0
Toh Tuck	0	0	0	0	0	0	0	0
Townsville	23690	1610	7400	10540	4150	0	0	80
Trafalgar	37820	1760	860	17600	17600	2960	1430	2600
Tuas Bay	0	0	0	0	0	0	0	0
Tuas North	0	0	0	0	0	0	0	0
Tuas Promenade	0	0	0	0	0	0	0	0
Tuas View	0	0	0	0	0	0	0	0
Tuas View Extension	0	0	0	0	0	0	0	0
Tukang	0	0	0	0	0	0	0	0
Turf Club	0	0	0	0	0	0	660	0
Tyersall	520	0	40	210	270	2150	840	20
Ulu Pandan	10	0	0	0	0	7770	2950	10
Upper Paya Lebar	10030	360	1660	5250	2750	2440	2950	130
Upper Thomson	13300	870	3360	4460	4610	8870	7880	300
Victoria	1840	0	1220	570	50	170	0	50
Waterway East	26860	2700	2470	15990	5700	1490	0	0
Wenya	8600	0	0	3350	5250	0	0	10
West Coast	0	0	0	0	0	3940	1940	10
Western Water Catchment	0	0	0	0	0	0	0	900
Woodgrove	30340	0	1900	13900	14540	4570	610	330
Woodlands East	91320	530	610	47490	42690	4170	0	20
Woodlands Regional Centre	0	0	0	0	0	0	0	0
Woodlands South	34450	1760	580	13010	19090	1330	0	60
Woodlands West	32610	3660	8930	11210	8820	0	0	270
Woodleigh	0	0	0	0	0	2120	250	70
Xilin	0	0	0	0	0	1380	510	30
Yew Tee	38900	0	0	16990	21910	4800	0	10
Yio Chu Kang	0	0	0	0	0	0	0	0
Yio Chu Kang East	0	0	0	0	0	1690	2300	100
Yio Chu Kang North	0	0	0	0	0	0	0	0
Yio Chu Kang West	20290	3160	8120	5560	3450	5720	440	90
Yishun Central	1490	0	0	830	660	0	0	0
Yishun East	52880	2620	6500	31020	12740	1990	0	10
Yishun South	36090	0	3710	19680	12700	2510	0	250
Yishun West	53850	1480	20480	25390	6500	3540	0	500
Yuhua East	24460	0	9020	7620	7830	2860	0	140
Yuhua West	17630	1910	4070	5650	6010	3060	0	180
Yunnan	64730	220	2440	33760	28310	2400	3720	50
